time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010459500000	-15.49	-9.36415	5.13357	3.34966	-0.401615	lidar	4.8667	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459600000	-16.0185	-9.5124	5.20321	3.33203	-0.372562	lidar	0.808045	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459700000	-16.5022	-9.51083	5.11655	3.25361	-0.425171	lidar	1.81944	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459800000	-17.0447	-9.50408	5.16034	3.18148	-0.462103	lidar	0.726798	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459900000	-17.5541	-9.53796	5.15646	3.14822	-0.445763	lidar	0.107952	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010460000000	-18.0402	-9.48764	5.09885	3.08392	-0.471488	lidar	0.596173	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460100000	-18.4641	-9.51312	4.95024	3.07189	-0.428605	lidar	2.96619	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460200000	-18.9555	-9.48696	4.94893	3.03852	-0.416539	lidar	0.0599364	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460300000	-19.3996	-9.29581	4.87757	2.93002	-0.502336	lidar	3.52972	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460400000	-19.8709	-9.09626	4.89203	2.83617	-0.557628	lidar	1.27695	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460500000	-20.2895	-9.19145	4.72976	2.9064	-0.399944	lidar	12.8672	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460600000	-20.7169	-9.01	4.7014	2.83164	-0.444194	lidar	0.881794	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460700000	-21.1167	-8.85195	4.6265	2.77928	-0.454901	lidar	0.607833	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460800000	-21.5357	-8.75147	4.57252	2.76961	-0.410499	lidar	1.09557	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460900000	-21.9639	-8.57519	4.58532	2.72877	-0.410129	lidar	0.0163962	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010461000000	-22.4426	-8.37706	4.6977	2.69633	-0.398569	lidar	1.31764	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461100000	-22.8863	-7.98321	4.8695	2.5701	-0.504638	lidar	7.38318	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
